American-English-File-Starter-SB.pdf,document,BQACAgQAAxkBAAMIaqKvwn5qXg0TUKJmvxzKl3oGUL4AAgcmAALgXAABUVyfGEfHCB32PQQ,0,115.05,Starter,2026-09-10T17:30:32.653144
American-English-File-Starter-SB.zip,document,BQACAgQAAxkBAAMJaqKvwmEltXZ-0au8H38Ca-6vV-oAAggmAALgXAABUdLt4G0M3l-9PQQ,0,185.34,Starter,2026-09-10T17:30:32.650194
American-English-File-Starter-WB.pdf,document,BQACAgQAAxkBAAMKaqKvwqiFArg3Av1h5CrpXvk61xsAAgkmAALgXAABUeYzNTE4hkDTPQQ,0,25.68,Starter,2026-09-10T17:30:32.654856
American-English-File-Starter-WB.zip,document,BQACAgQAAxkBAAMLaqKvwt_nvXVw5nz4qxfOoYe4t7cAAgomAALgXAABUWGeFrXzSeUBPQQ,0,24.6,Starter,2026-09-10T17:30:32.651439
American-English-File-Starter-TG.pdf,document,BQACAgQAAxkBAAMMaqKvwpUOmOxhtVcRbpz6hrmyYCUAAgsmAALgXAABUazgXNAnCSOqPQQ,0,24.66,Starter,2026-09-10T17:30:32.656688
AEFs-3e-Practical-English-Videos.zip,document,BQACAgQAAxkBAAMNaqKvwi6Zlj4-7tR3A0iqX8sruKsAAgwmAALgXAABUXVU172NoutHPQQ,0,237.33,Starter,2026-09-10T17:30:32.657613
AEFs-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAAMOaqKvwpKuEd8BdeTeS9ha0SHsjesAAg0mAALgXAABUXlS7o9YvE-3PQQ,0,49.86,Starter,2026-09-10T17:30:32.654110
AEFs-3e-Video-Listening-All-Video.zip,document,BQACAgQAAxkBAAMPaqKvwvcKJI0PYuGTjqv3h0q21pQAAg4mAALgXAABUd1hbyUEGiZBPQQ,0,168.91,Starter,2026-09-10T17:30:32.655738
American-English-File-Book1-SB.pdf,document,BQACAgQAAxkBAAMdaqKxE8DTtx-wT01gn8fIqgqImCEAAg8mAALgXAABUapxJeTS0wt6PQQ,0,90.65,Book1,2026-09-10T17:30:58.899137
American-English-File-Book1-SB.zip,document,BQACAgQAAxkBAAMeaqKxEzrBcqdVLHmyDWJb_kZdNOsAAhAmAALgXAABUa8bF_MiAAGpkD0E,0,197.22,Book1,2026-09-10T17:30:58.901362
American-English-File-Book1-WB.pdf,document,BQACAgQAAxkBAAMfaqKxE5DNQy7qyoQWb-A0w7O0wPkAAhEmAALgXAABURN85mYzheMvPQQ,0,39.46,Book1,2026-09-10T17:30:58.905522
American-English-File-Book1-WB.zip,document,BQACAgQAAxkBAAMgaqKxE1oyU8yzrk2j9tmZsJnD42QAAhImAALgXAABURSuop1wl-kAAT0E,0,29.26,Book1,2026-09-10T17:30:58.903188
American-English-File-Book1-TG.pdf,document,BQACAgQAAxkBAAMhaqKxE9TYI81fSbUfeweUKwphgGkAAhMmAALgXAABUebTQy-o2-gLPQQ,0,18.33,Book1,2026-09-10T17:30:58.895943
AEF1-3e-Practical-English-Videos.zip,document,BQACAgQAAxkBAAMiaqKxE783a8e9tPjYKGr9ISJqMu4AAhQmAALgXAABUeTHEgJWVpWcPQQ,0,852,Book1,2026-09-10T17:30:58.910756
AEF1-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAAMjaqKxE6BebIm-CMxqMWBnrjIhNR4AAhUmAALgXAABUYfd-pU4Og4fPQQ,0,197.58,Book1,2026-09-10T17:30:58.912537
AEF1-3e-Video-Listening-All-Video.zip,document,BQACAgQAAxkBAAMkaqKxE0HoFRPQZS40rP9N-eb_iqcAAhcmAALgXAABUbKsB5kHzNu8PQQ,0,478.66,Book1,2026-09-10T17:30:58.913480
AEF3e-Level-1-Video-script.pdf,document,BQACAgQAAxkBAAMlaqKxE61xAdxMZRq2pPao-rdkEycAAhgmAALgXAABUaPW-coWWDRqPQQ,0,0.61,Book1,2026-09-10T17:30:58.908004
American-English-File-Book2-SB.pdf,document,BQACAgQAAxkBAAMpaqKxLI_zbSVhfos6yIW0LO6xgSwAAhkmAALgXAABUSqAbNp6CVtJPQQ,0,88.72,Book2,2026-09-10T17:31:24.279714
American-English-File-Book2-SB.zip,document,BQACAgQAAxkBAAMqaqKxLLefiIDZxZnJIngRejADb6MAAhsmAALgXAABUa07-tfBUS9GPQQ,0,566.46,Book2,2026-09-10T17:31:24.282605
American-English-File-Book2-WB.pdf,document,BQACAgQAAxkBAAMraqKxLF4r9qZ2LQ0QCUyt2JNbKV8AAhwmAALgXAABURYou6u_VRSqPQQ,0,21.48,Book2,2026-09-10T17:31:24.287301
American-English-File-Book2-WB.zip,document,BQACAgQAAxkBAAMsaqKxLCXwMOazsGdagyk10j2oQP4AAh0mAALgXAABUUOBvLmerDY4PQQ,0,27.73,Book2,2026-09-10T17:31:24.283356
American-English-File-Book2-TG.pdf,document,BQACAgQAAxkBAAMtaqKxLDvylVRq9bNk6t_DTMivAAFkAAIeJgAC4FwAAVEKy_gw_-5bgz0E,0,23.59,Book2,2026-09-10T17:31:24.284247
AEF2-3e-Practical-English-Videos.zip,document,BQACAgQAAxkBAAMuaqKxLJ-xmbO1uWm0vnF3D6QeyE8AAh8mAALgXAABUUN6ids8nBA9PQQ,0,750.14,Book2,2026-09-10T17:31:24.288386
AEF2-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAAMvaqKxLHDkYCRBO4kjb7jSENrwqb8AAiAmAALgXAABUXManc1-I7g3PQQ,0,211,Book2,2026-09-10T17:31:24.281486
AEF2-3e-Video-Listening-All-Video.zip,document,BQACAgQAAxkBAAMwaqKxLBKJclxC-prdt0wsaUsUBCYAAiEmAALgXAABUa06wkSP0D7dPQQ,0,750.76,Book2,2026-09-10T17:31:24.285269
AEF3e-Level-2-Video-script.pdf,document,BQACAgQAAxkBAAMxaqKxLFcfgpq3PMrXWDJzoLpeJ7MAAiImAALgXAABUTXFI4luqWS0PQQ,0,0.79,Book2,2026-09-10T17:31:24.286351
American-English-File-Book3-SB.pdf,document,BQACAgQAAxkBAAM1aqKxP_xphc595BFc3IPC0D2YjZ4AAiMmAALgXAABUZ6r3JW8ORKpPQQ,0,88.87,Book3,2026-09-10T17:31:42.891284
American-English-File-Book3-SB.zip,document,BQACAgQAAxkBAAM2aqKxP4zVQfUTE7q8YkmeZ080SigAAiQmAALgXAABUUc8K4b_gHgIPQQ,0,561.12,Book3,2026-09-10T17:31:42.878181
American-English-File-Book3-WB.pdf,document,BQACAgQAAxkBAAM3aqKxP7OCesD0S3SZ4YlaDCLI5HoAAiUmAALgXAABUSjHclgbRXXsPQQ,0,16.98,Book3,2026-09-10T17:31:42.889739
American-English-File-Book3-WB.zip,document,BQACAgQAAxkBAAM4aqKxP48lrHx3j6qmOa1-YtsML88AAiYmAALgXAABUYpbqrR88N41PQQ,0,17.76,Book3,2026-09-10T17:31:42.883887
American-English-File-Book3-TG.pdf,document,BQACAgQAAxkBAAM5aqKxP_CK1De9rBviSlb7tAL8JG0AAicmAALgXAABUSz9SerMJSesPQQ,0,17.95,Book3,2026-09-10T17:31:42.885879
AEF3-3e-Practical-English-Videos.zip,document,BQACAgQAAxkBAAM6aqKxPxhf5YItc9iSRBrykfIBCwQAAigmAALgXAABUcFg5U3Dm_eyPQQ,0,342.1,Book3,2026-09-10T17:31:42.888193
AEF3-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAAM7aqKxP6uYxAjQVv9cPRNmQLR5ZZgAAikmAALgXAABUfh8QKXe25-bPQQ,0,90.39,Book3,2026-09-10T17:31:42.893308
AEF3-3e-Video-Listening-All-Video.zip,document,BQACAgQAAxkBAAM8aqKxPx_JotVB_SqYaKChCDh8hzQAAiomAALgXAABUTC2OKNW2-bkPQQ,0,228.42,Book3,2026-09-10T17:31:42.881597
AEF3e-Level-3-Video-script.pdf,document,BQACAgQAAxkBAAM-aqKxTpE_SXyh2AoQTTFnQa479zUAAismAALgXAABUYkhN1ts_2XmPQQ,0,0.7,Book3,2026-09-10T17:31:57.793399
American-English-File-Book4-SB.pdf,document,BQACAgQAAxkBAANCaqKxa3ndeH2DrvgCV7qp558-UKgAAiwmAALgXAABUcrRaF_wJhV1PQQ,0,45.12,Book4,2026-09-10T17:32:27.411804
American-English-File-Book4-SB.zip,document,BQACAgQAAxkBAANDaqKxa4yZJbe4HzzTpBIVuQ0kiX0AAi8mAALgXAABUQyEuAeUgT_IPQQ,0,213.49,Book4,2026-09-10T17:32:27.406580
American-English-File-Book4-WB.zip,document,BQACAgQAAxkBAANFaqKxaw9yGx2J8HPeav2aYo02dbUAAjEmAALgXAABUfXW4E9EGaKZPQQ,0,19.74,Book4,2026-09-10T17:32:27.408386
American-English-File-Book4-WB.pdf,document,BQACAgQAAxkBAANEaqKxa-ila82rGgxGnU1xeJe_bjAAAjAmAALgXAABUU6ZR9suvrWSPQQ,0,21.09,Book4,2026-09-10T17:32:27.415437
American-English-File-Book4-TG.pdf,document,BQACAgQAAxkBAANGaqKxawtMd_23bZSW4WVN1m6cO_0AAjImAALgXAABUQtrETKGwxeHPQQ,0,7.87,Book4,2026-09-10T17:32:27.410244
AEF4-3e-Practical-English-Videos.zip,document,BQACAgQAAxkBAANHaqKxa4H_qg6la-bBOXIFZBPWxo8AAjMmAALgXAABUZCc929JiuYxPQQ,0,465.82,Book4,2026-09-10T17:32:27.413664
AEF4-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAANIaqKxa4caWlXCO-upplmF3JWMgX0AAjQmAALgXAABUWdMz0Puwac3PQQ,0,106.36,Book4,2026-09-10T17:32:27.416574
AEF4-3e-Video-Listening-All-Video.zip,document,BQACAgQAAxkBAANJaqKxa4cyEt5aVDqB6ah9jQAB9R0JAAI1JgAC4FwAAVEmLgxJRM9ixz0E,0,210.75,Book4,2026-09-10T17:32:27.401209
AEF3e_Level_4_Audio_script.zip,document,BQACAgQAAxkBAANKaqKxa7gAAXcZ-VXpwYYJ_oTlENNAAAI2JgAC4FwAAVHRh78DWNgDcj0E,0,0.87,Book4,2026-09-10T17:32:27.404402
American-English-File-Book5-SB.pdf,document,BQACAgQAAxkBAANOaqKxhk8cklY7hLcohvdkk5BrxhUAAjcmAALgXAABUe5T6u5Rzoh7PQQ,0,261.02,Book5,2026-09-10T17:32:54.226743
American-English-File-Book5-SB.zip,document,BQACAgQAAxkBAANPaqKxhmSLTeK3GH6PIWacx40QdJoAAjkmAALgXAABUeQ6tqfVEXQ3PQQ,0,297.51,Book5,2026-09-10T17:32:54.232600
American-English-File-Book5-WB.pdf,document,BQACAgQAAxkBAANQaqKxhvgcWk46UkmLGs8ZyiueUmAAAjsmAALgXAABUc67EPboCc_yPQQ,0,60.27,Book5,2026-09-10T17:32:54.227635
American-English-File-Book5-WB.zip,document,BQACAgQAAxkBAANRaqKxhi9nlhPjhQeLp6eZcIAK6qYAAjwmAALgXAABUXo6lV9D9J-OPQQ,0,72.08,Book5,2026-09-10T17:32:54.229358
American-English-File-Book5-TG.pdf,document,BQACAgQAAxkBAANSaqKxhj9HiHvsvtRCnIyrJ4f_f8QAAj0mAALgXAABURgoyoLr2fs0PQQ,0,11.03,Book5,2026-09-10T17:32:54.228466
AEF5-3e-Interview-Videos.zip,document,BQACAgQAAxkBAANTaqKxhtgdthFLLxskgUgbHek09MIAAlUfAAIiAxFRaqAfAyDMPKI9BA,0,427.58,Book5,2026-09-10T17:32:54.230140
AEF5-3e-Review-and-Check-Videos.zip,document,BQACAgQAAxkBAANUaqKxhqQENoDCbrR15-FZUY5nEK0AAlYfAAIiAxFRLCLTIAVIMQc9BA,0,130.35,Book5,2026-09-10T17:32:54.231733
AEF5-3e-On-the-Street-Videos.zip,document,BQACAgQAAxkBAANVaqKxhow_D-RlDrxZWMRx5bweF64AAmkfAAIiAxFRbs6NfDAXZH89BA,0,154.17,Book5,2026-09-10T17:32:54.230902
American English File 3e_5.mp4,video,BQACAgQAAxkBAANjaqKxv94nwdpdQXea8eq4lEoXoC8AAn4fAAIiAxFR_rPdLsCfN5k9BA,0,10.63,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.742060
American English File 3e_25.mp4,video,BQACAgQAAxkBAANsaqKxv3oqenWe1t7Eid6A6ve4TDwAAo0fAAIiAxFRQhWSuOChEIM9BA,0,8.36,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.745089
American English File 3e_3.mp4,video,BQACAgQAAxkBAANnaqKxv1p5Yp6_53YnYkfrVnRvlzQAAoQfAAIiAxFRo2OwMfm7Ths9BA,0,12.66,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.747370
American English File 3e_16.mp4,video,BQACAgQAAxkBAANZaqKxv5RtWdjtXWEBpTtfZzN-s8AAAnAfAAIiAxFRxwkrSkFV28s9BA,0,5.76,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.749118
American English File 3e_4.mp4,video,BQACAgQAAxkBAANlaqKxv5uULsYRUASjrXsGxj5fsCMAAoEfAAIiAxFRJENwThgegvw9BA,0,4.63,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.750742
American English File 3e_14.mp4,video,BQACAgQAAxkBAANaaqKxv3CEriUj7aUQhzdD-In_0o8AAnUfAAIiAxFR0-Mn7jfPXNY9BA,0,9.68,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.752213
American English File 3e_13.mp4,video,BQACAgQAAxkBAANbaqKxv79wZ7qeBZjy4axz1bVm30oAAnYfAAIiAxFRGmGIjNs06n09BA,0,9.61,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.753390
American English File 3e_2.mp4,video,BQACAgQAAxkBAANpaqKxv269UpY_bdTpdlwcT_iTp2cAAogfAAIiAxFRNbe9GQvT7rw9BA,0,7.19,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.754750
American English File 3e_10.mp4,video,BQACAgQAAxkBAANeaqKxv56zBXDoKnjXX_D940QAAV_cAAJ5HwACIgMRUZV377C0-BmIPQQ,0,12.8,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.756210
American English File 3e_21.mp4,video,BQACAgQAAxkBAANraqKxvxiReqtt73c-G-ZJz6QcIZcAAosfAAIiAxFREFtvn6Lgllo9BA,0,10.04,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.757209
American English File 3e_8.mp4,video,BQACAgQAAxkBAANgaqKxvyoQGRZ4NV7L1kZQeD8wF9gAAnsfAAIiAxFR_2cjcjGnO4Y9BA,0,8.97,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.758177
American English File 3e_23.mp4,video,BQACAgQAAxkBAANkaqKxv2wPBowop_C_hf1SDKWE3CwAAn8fAAIiAxFRrKlOCa6AHXc9BA,0,4.64,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.759255
American English File 3e_1.mp4,video,BQACAgQAAxkBAANqaqKxv3CaxZmepysqEUkOHcoxI8wAAoofAAIiAxFRNdaO4tTs-609BA,0,3.91,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.760111
American English File 3e_11.mp4,video,BQACAgQAAxkBAANdaqKxv8Ea8Hd0K3XynNB2jmQNCLkAAngfAAIiAxFRWgI80PylhGg9BA,0,15.11,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.761424
American English File 3e_9.mp4,video,BQACAgQAAxkBAANfaqKxv4Zqad7iglguu6S-o5aDlcEAAnofAAIiAxFROba4aT-Ot7E9BA,0,12.84,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.762772
American English File 3e_7.mp4,video,BQACAgQAAxkBAANhaqKxv9TPv6G6SoKy5exW1RcAAexvAAJ8HwACIgMRUTiwg8focsKwPQQ,0,6.98,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.764394
American English File 3e_12.mp4,video,BQACAgQAAxkBAANcaqKxv1aiSaIseYSk9hXq6bexej4AAncfAAIiAxFRICQYjUyhztU9BA,0,22.7,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.765806
American English File 3e_6.mp4,video,BQACAgQAAxkBAANiaqKxv734OFve8mKeu21rL4gulj0AAn0fAAIiAxFRhoySpnRukSc9BA,0,8.58,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.767165
American English File 3e_22.mp4,video,BQACAgQAAxkBAANmaqKxv8NWvf0NYO41zivUh8yzyi0AAoIfAAIiAxFRUsajnrX4lww9BA,0,5.02,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.768824
American English File 3e_15.mp4,video,BQACAgQAAxkBAANoaqKxv5WenKlFlieC3feVU7XMQCcAAoUfAAIiAxFRtH-IjpxdwS89BA,0,5.86,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.769738
American English File 3e_18.mp4,video,BQACAgQAAxkBAANwaqKxv4JmSuyLTa8cY58ko9wWf8oAApEfAAIiAxFR8GSBhyUzbgY9BA,0,12.18,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.770645
American English File 3e_17.mp4,video,BQACAgQAAxkBAANxaqKxv20DjLmnSdIVhQdDU9Fp_yUAApIfAAIiAxFRKMlFmiQhab89BA,0,13.44,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.771421
American English File 3e_24.mp4,video,BQACAgQAAxkBAANtaqKxv7M4yCQU-kGltNxR7PiKa10AAo4fAAIiAxFRaRlhx-KtZ2Y9BA,0,13.34,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.772604
American English File 3e_19.mp4,video,BQACAgQAAxkBAANvaqKxvzK0o_0j38D-EK6BsMDMb8oAApAfAAIiAxFRS3ylVEsAAQEZPQQ,0,14.62,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.773904
American English File 3e_20.mp4,video,BQACAgQAAxkBAANuaqKxv7o7qrfTPl5KTNOwPTRTnWQAAo8fAAIiAxFRiOdiexPaTnc9BA,0,16.1,AEFs-3e-Practical-English-Videos,2026-09-10T17:33:51.774988
AEF3e_SB0_Review_and_Check_5&6.mp4,video,BQACAgQAAxkBAAN4aqKx0Ta_X9VxWoRMSm5LUlK93DIAApgfAAIiAxFRslt6hrvWJa49BA,0,8.26,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.274832
AEF3e_SB0_Review_and_Check_7&8.mp4,video,BQACAgQAAxkBAAN3aqKx0bO84BN09iEUuEII0zwwrGAAApcfAAIiAxFRhrfDPERHLzI9BA,0,10.16,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.275701
AEF3e_SB0_Review_and_Check_9&10.mp4,video,BQACAgQAAxkBAAN2aqKx0ZxfBvdGPnHd2ifA978KuecAApYfAAIiAxFRu5yTbP1bHtQ9BA,0,8.62,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.276836
AEF3e_SB0_Review_and_Check_3&4.mp4,video,BQACAgQAAxkBAAN5aqKx0WAS0c2STPR4nr9icYI-OlsAApkfAAIiAxFR7AtthrCx3WQ9BA,0,9.02,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.278001
AEF3e_SB0_Review_and_Check_1&2.mp4,video,BQACAgQAAxkBAAN6aqKx0WUqQiSuRkEFUUiTaGOT7TYAApofAAIiAxFRXS8QfCyQ6Zo9BA,0,7.58,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.280004
AEF3e_SB0_Review_and_Check_11&12.mp4,video,BQACAgQAAxkBAAN1aqKx0c7dV-vKGWHds45faAAB98RPAAKUHwACIgMRUeGAh2vNZh0nPQQ,0,10.69,AEFs-3e-Review-and-Check-Videos,2026-09-10T17:34:09.282115
